"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier"
"ST LAURENT ILE D'ORLEANS","QUEBEC","46.87","-71.05","61.00","7047442","",""
"ST LAWRENCE","NEWFOUNDLAND","46.92","-55.38","48.50","8403615","",""
"ST LAWRENCE","NEWFOUNDLAND","46.92","-55.38","48.50","8403616","","WDS"
"ST LAWRENCE","NEWFOUNDLAND","46.92","-55.38","48.50","8403619","71110","ADS"
"ST LAZARE","MANITOBA","50.43","-101.30","502.90","5012600","",""
"ST LAZARE","QUEBEC","45.40","-74.20","99.10","7017445","",""
"ST LEON DE LABRECQUE","QUEBEC","48.67","-71.52","131.10","7067460","",""
"ST LEONARD A","NEW BRUNSWICK","47.16","-67.83","242.20","8104928","71703","YSL"
"ST LEONARD CS","NEW BRUNSWICK","47.16","-67.83","245.00","810I001","71019","WIY"
"ST LIN DES LAURENTIDES","QUEBEC","45.85","-73.75","64.00","7017480","",""
"ST LINA","ALBERTA","54.30","-111.45","632.50","3015672","",""
"ST LOUIS","SASKATCHEWAN","52.92","-105.80","440.40","4057070","",""
"ST LUDGER","QUEBEC","45.75","-70.68","335.00","7027516","",""
"ST MALACHIE","QUEBEC","46.55","-70.82","221.00","7057518","",""
"ST MALO","MANITOBA","49.32","-96.95","263.00","5022601","",""
"ST MALO D AUCKLAND","QUEBEC","45.20","-71.50","564.00","7027520","",""
"ST MARGARET'S BAY","NOVA SCOTIA","44.70","-63.90","17.40","8204800","",""
"ST MARY'S","NEWFOUNDLAND","46.92","-53.57","15.50","840C616","",""
"ST MARYS","ONTARIO","43.25","-81.18","317.00","6147340","",""
"ST MATHIAS","QUEBEC","45.30","-71.40","","7027550","",""
"ST MATHIEU","QUEBEC","46.58","-72.93","167.60","7017555","",""
"ST MATHIEU LAPRAIRIE","QUEBEC","45.35","-73.53","30.50","7027560","",""
"ST MICHEL DES SAINTS","QUEBEC","46.68","-73.92","350.50","7077570","",""
"ST MODESTE","QUEBEC","47.85","-69.38","152.40","7057574","",""
"ST NARCISSE","QUEBEC","46.53","-72.43","46.00","7017585","",""
"ST NAZAIRE","QUEBEC","45.73","-72.62","68.60","7027588","",""
"ST NICHOLAS","PRINCE EDWARD ISLAND","46.43","-63.93","9.20","8300560","",""
"ST NORBERT","MANITOBA","49.77","-97.15","231.60","5022603","",""
"ST OCTAVE DE L'AVENIR","QUEBEC","48.98","-66.55","381.00","7057590","",""
"ST ODILON","QUEBEC","46.35","-70.65","358.10","7027593","",""
"ST PACOME","QUEBEC","47.38","-69.95","83.80","705GE9G","",""
"ST PAMPHILE","QUEBEC","46.97","-69.78","388.00","7057600","",""
"ST PASCAL","QUEBEC","47.53","-69.82","30.50","7057625","",""
"ST PAUL EXP ST","ALBERTA","54.00","-111.28","586.70","3015680","",""
"ST PAUL ISLAND","NOVA SCOTIA","47.20","-60.15","31.70","8204900","",""
"ST PAUL ISLAND (AUT)","NOVA SCOTIA","47.23","-60.14","27.00","8204909","71418","WEF"
"ST PAULIN","QUEBEC","46.42","-73.02","167.00","7017640","",""
"ST PAULIN D'ALIBAIRE","QUEBEC","48.92","-66.83","381.00","7057645","",""
"ST PHILEMON","QUEBEC","46.67","-70.42","449.90","7057652","",""
"ST PIERRE BAPTISTE","QUEBEC","46.20","-71.63","289.60","7027653","",""
"ST PIERRE DE BROUGHTON","QUEBEC","46.25","-71.22","365.80","7027656","",""
"ST PIERRE JOLYS","MANITOBA","49.46","-97.01","281.00","5022606","",""
"ST PLACIDE","QUEBEC","45.55","-74.20","40.00","7017657","",""
"ST PRIME","QUEBEC","48.62","-72.42","121.90","7067658","",""
"ST PROSPER","QUEBEC","46.22","-70.50","281.90","7027660","",""
"ST QUENTIN","NEW BRUNSWICK","47.47","-67.47","","8104933","",""
"ST RAPHAEL","QUEBEC","46.82","-70.75","106.70","7057680","",""
"ST RAPHAEL","ONTARIO","45.22","-74.58","68.60","6107352","",""
"ST REMI","QUEBEC","45.28","-73.60","53.30","7027690","",""
"ST RENE DE MATANE","QUEBEC","48.68","-67.38","61.00","7057692","",""
"ST ROMUALD","QUEBEC","46.77","-71.22","38.10","7027700","",""
"ST SEBASTIEN","QUEBEC","45.77","-70.95","442.00","7027725","",""
"ST SEBASTIEN CDA FE","QUEBEC","45.13","-73.15","61.00","7027730","",""
"ST SEVERIN","QUEBEC","46.33","-71.05","442.00","7027733","",""
"ST SHOTTS","NEWFOUNDLAND","46.63","-53.58","45.70","8403617","",""
"ST SIMEON","QUEBEC","47.85","-69.87","15.20","7047735","",""
"ST STEPHEN","NEW BRUNSWICK","45.18","-67.27","10.70","8104936","",""
"ST STEPHEN (AUT)","NEW BRUNSWICK","45.22","-67.25","26.10","8104937","71607","WSS"
"ST STEPHENS","NEWFOUNDLAND","46.77","-53.62","17.40","8403618","",""
"ST SYLVESTRE","QUEBEC","46.33","-71.12","457.20","7027740","",""
"ST THEOPHILE","QUEBEC","45.93","-70.48","395.00","7027750","",""
"ST THOMAS","ONTARIO","42.78","-81.17","236.20","6137361","",""
"ST THOMAS DE CAXTON","QUEBEC","46.37","-72.80","53.00","7017757","",""
"ST THOMAS WPCP","ONTARIO","42.77","-81.21","209.10","6137362","",""
"ST TITE","QUEBEC","46.73","-72.57","141.70","7017760","",""
"ST TITE DES CAPS","QUEBEC","47.15","-70.77","320.00","7047762","",""
"ST UBALD","QUEBEC","46.68","-72.32","","7017767","",""
"ST URBAIN","QUEBEC","47.57","-70.55","91.40","7047770","",""
"ST VALERIEN","QUEBEC","45.57","-72.67","91.00","7027772","",""
"ST VALLIER","QUEBEC","46.83","-70.83","91.40","7057775","",""
"ST VINCENT","ALBERTA","54.15","-111.27","640.10","3015685","",""
"ST VINCENT SOUTHEAST","ALBERTA","54.12","-111.22","640.00","30156H6","",""
"ST WALBURG","SASKATCHEWAN","53.63","-109.22","640.40","4047080","",""
"ST WALBURG","SASKATCHEWAN","53.72","-109.15","662.90","4047081","",""
"ST WENCESLAS","QUEBEC","46.17","-72.33","83.80","7027783","",""
"ST WILLIAMS","ONTARIO","42.70","-80.45","213.40","6137399","",""
"ST WILLIAMS AUTOMATIC CLIMATE STATION","ONTARIO","42.70","-80.45","213.40","6137401","",""
"ST ZACHARIE","QUEBEC","46.12","-70.38","480.10","7027785","",""
"ST ZENON","QUEBEC","46.62","-73.87","442.00","7017786","",""
"ST ZEPHIRIN","QUEBEC","46.07","-72.58","51.80","7027787","",""
"ST-ANICET 1","QUEBEC","45.12","-74.29","49.10","702FQLF","71712","WBZ"
"ST-JOVITE","QUEBEC","46.08","-74.56","238.50","703GDKB","71376","WJT"
"ST. ALBERT","ONTARIO","45.29","-75.06","80.00","6107276","",""
"ST. ALBERT RESEARCH STATION","ALBERTA","53.69","-113.62","687.00","3025750","","PSR"
"ST. ANTHONY A","NEWFOUNDLAND","51.39","-56.07","32.90","8403389","71819","YAY"
"ST. ANTHONY LWIS","NEWFOUNDLAND","51.39","-56.09","33.00","840D401","71830","AAY"
"ST. FRANCIS","ALBERTA","53.29","-114.32","809.00","3012799","","PFR"
"ST. JOHN'S INTL A","NEWFOUNDLAND","47.62","-52.75","140.50","8403505","71801","YYT"
"ST. LINA AGCM","ALBERTA","54.28","-111.45","619.00","3015673","71548","PSL"
"ST. MARY RESERVOIR","ALBERTA","49.36","-113.11","1128.00","3056100","71837","PMR"
"ST. PAUL AGCM","ALBERTA","54.01","-111.27","649.00","3015676","71275","XSP"
"ST. PETERS","PRINCE EDWARD ISLAND","46.45","-62.58","29.70","8300562","71310","ZSP"
"ST. STEPHEN","NEW BRUNSWICK","45.21","-67.25","26.10","8104935","71607","WSS"
"STANDARD","ALBERTA","51.15","-112.92","914.40","3036085","",""
"STANDARD AGCM","ALBERTA","51.23","-112.98","901.00","3036086","71440","PSD"
"STANHOPE","PRINCE EDWARD ISLAND","46.42","-63.08","3.00","8300590","","ANH"
"STANHOPE","NEWFOUNDLAND","49.27","-55.10","3.10","8403775","",""
"STANHOPE","QUEBEC","45.02","-71.78","388.60","7028240","",""
"STANLEY","SASKATCHEWAN","55.42","-104.57","350.50","4067740","",""
"STANMORE EXP ST","ALBERTA","51.58","-111.47","786.40","3026090","",""
"STANSTEAD","QUEBEC","45.02","-72.10","320.00","7028280","",""
"STAR CITY","SASKATCHEWAN","52.87","-104.33","465.00","4057757","",""
"STAR CITY CDA EPF","SASKATCHEWAN","52.72","-104.33","469.10","4057760","",""
"STARBUCK","MANITOBA","49.73","-97.62","237.70","5022770","",""
"STATTON BROOK NORTH","QUEBEC","45.42","-71.48","","702HBHA","",""
"STAUFFER","ALBERTA","52.13","-114.57","975.40","3026095","",""
"STAVE FALLS","BRITISH COLUMBIA","49.23","-122.37","110.00","1107680","",""
"STAVE LAKE SEVENTYNINE CREEK","BRITISH COLUMBIA","49.28","-122.33","106.00","1107689","",""
"STAVELY AAFC","ALBERTA","50.18","-113.88","1363.60","3036099","71555","WXN"
"STAVELY CDA","ALBERTA","50.17","-113.87","1097.30","3036100","",""
"STAVELY EXP ST 2","ALBERTA","50.17","-113.65","1043.00","3036102","",""
"STAYNER","ONTARIO","44.37","-80.08","292.60","6117998","",""
"STAYNER","ONTARIO","44.47","-80.10","217.60","6117999","",""
"STAYNER 2","ONTARIO","44.43","-80.08","198.10","6118000","",""
"STAYNER MARTYN","ONTARIO","44.47","-80.08","192.00","6117R99","",""
"STE AGATHE DES MONTS","QUEBEC","46.05","-74.28","365.80","7036760","",""
"STE AGATHE DES MONTS","QUEBEC","46.05","-74.28","394.70","7036762","",""
"STE AGATHE MANOR HOUSE","QUEBEC","46.08","-74.30","391.70","7036780","",""
"STE ANNE","MANITOBA","49.67","-96.63","251.50","502254Q","",""
"STE ANNE DE BEAUPRE","QUEBEC","47.03","-70.92","76.20","7046837","",""
"STE ANNE DE BELLEVUE","QUEBEC","45.43","-73.93","39.00","7026839","",""
"STE ANNE DE LA PERADE","QUEBEC","46.58","-72.23","16.00","7016840","",""
"STE ANNE DES MONTS","QUEBEC","49.13","-66.47","15.20","7056850","",""
"STE ANNE DU LAC","QUEBEC","46.85","-75.33","262.10","7036855","",""
"STE ANNE SE5","MANITOBA","49.63","-96.60","257.90","5022EDQ","",""
"STE BEATRIX","QUEBEC","46.20","-73.60","198.00","7016902","",""
"STE BRIGIDE","QUEBEC","45.32","-73.07","47.20","7026918","",""
"STE CATHERINE","QUEBEC","46.85","-71.62","152.40","7016932","",""
"STE CECILE","QUEBEC","45.67","-70.93","518.20","7026936","",""
"STE CHRISTINE","QUEBEC","46.82","-71.92","152.10","7017000","",""
"STE CLOTHILDE CDA","QUEBEC","45.17","-73.68","56.40","7027040","",""
"STE CROIX","QUEBEC","46.62","-71.78","70.00","7027088","",""
"STE DOROTHEE","QUEBEC","45.52","-73.78","23.00","7027110","",""
"STE EDWIDGE","QUEBEC","45.20","-71.68","381.00","7027120","",""
"STE ELIZABETH","QUEBEC","46.07","-73.37","45.70","7017148","",""
"STE ELIZABETH","MANITOBA","49.32","-97.17","239.00","5022553","",""
"STE FOY","QUEBEC","46.75","-71.27","91.40","7017265","",""
"STE FOY (PIE XII)","QUEBEC","46.78","-71.32","79.20","7017BFN","",""
"STE FOY MATAPEDIA","QUEBEC","46.75","-71.28","45.70","7017B65","",""
"STE FRANCOISE ROMAINE","QUEBEC","46.48","-71.93","91.40","7027267","",""
"STE GENEVIEVE","MANITOBA","49.75","-96.60","256.00","5032560","",""
"STE GENEVIEVE","QUEBEC","45.50","-73.85","22.90","7027280","",""
"STE GERMAINE","QUEBEC","46.42","-70.47","510.50","7057287","",""
"STE HELENE DE CHESTER","QUEBEC","46.03","-71.72","457.20","7027306","",""
"STE LUCIE","QUEBEC","46.73","-70.02","373.00","7057515","",""
"STE MADELEINE","QUEBEC","45.62","-73.13","30.00","7027517","",""
"STE MARTINE","QUEBEC","45.22","-73.85","38.10","7027540","",""
"STE PERPETUE","QUEBEC","47.05","-69.93","411.00","7057650","",""
"STE ROSALIE","QUEBEC","45.62","-72.87","42.70","7027718","",""
"STE ROSE","MANITOBA","51.03","-99.38","274.30","5042610","",""
"STE ROSE DU DEGELIS","QUEBEC","47.57","-68.63","150.90","7057720","",""
"STE ROSE DU NORD","QUEBEC","48.40","-70.53","205.00","7047722","",""
"STE SOPHIE","QUEBEC","46.15","-71.70","312.40","7027737","",""
"STE THERESE OUEST","QUEBEC","45.65","-73.88","61.00","7017755","",""
"STE THERESE SEMINAIRE","QUEBEC","45.63","-73.85","45.70","7017753","",""
"STE VICTOIRE","QUEBEC","45.95","-73.08","22.90","7027780","",""
"STE-ANNE-DE-BELLEVUE 1","QUEBEC","45.43","-73.93","39.00","702FHL8","71377","WVQ"
"STE-CLOTILDE","QUEBEC","45.17","-73.68","53.00","7027039","71614","WIT"
"STE-FOY (U. LAVAL)","QUEBEC","46.78","-71.29","91.40","701Q004","71392","WJB"
"STEAMBOAT","BRITISH COLUMBIA","58.68","-123.77","1063.80","1197704","",""
"STEEN LO","ALBERTA","59.63","-117.78","707.10","3076108","",""
"STEEN RIVER RS","ALBERTA","59.63","-117.17","296.90","3076110","",""
"STEEP HILL FALLS","ONTARIO","48.07","-84.80","335.30","6058010","",""
"STEEP ROCK","MANITOBA","51.45","-98.80","249.90","5042774","",""
"STEEPHILL CREEK","ALBERTA","58.02","-116.58","365.80","3076115","",""
"STEFANSSON ISLAND","NUNAVUT","73.77","-105.30","11.00","2403756","71017","XSE"
"STEINBACH","MANITOBA","49.53","-96.77","253.60","5022780","",""
"STELLA-AMHERST","ONTARIO","44.15","-76.65","78.00","6158012","",""
"STELLARTON","NOVA SCOTIA","45.57","-62.65","7.60","8205400","",""
"STELLARTON LOURDES","NOVA SCOTIA","45.57","-62.65","10.70","8205401","",""
"STEPHENVILLE A","NEWFOUNDLAND","48.54","-58.55","24.70","8403801","71815","YJT"
"STEPHENVILLE A","NEWFOUNDLAND","48.53","-58.55","24.70","8403800","71815","YJT"
"STEPHENVILLE CROSSING","NEWFOUNDLAND","48.57","-58.43","12.20","8403815","",""
"STEPHENVILLE RCS","NEWFOUNDLAND","48.56","-58.57","58.00","8403820","71159","AJT"
"STETTLER","ALBERTA","52.30","-112.70","823.00","3016120","",""
"STETTLER AGDM","ALBERTA","52.35","-112.60","795.00","3016124","71289","XAK"
"STETTLER NORTH","ALBERTA","52.33","-112.72","821.00","3016119","",""
"STEVENS","ONTARIO","49.53","-85.85","324.60","6048017","",""
"STEVESTON","BRITISH COLUMBIA","49.13","-123.19","0.00","1107710","",""
"STEWART","BRITISH COLUMBIA","55.95","-129.98","4.60","1067740","",""
"STEWART A","BRITISH COLUMBIA","55.93","-129.98","7.30","1067748","","ZST"
"STEWART A","BRITISH COLUMBIA","55.94","-129.99","7.30","1067742","","ZST"
"STEWART BCHPA","BRITISH COLUMBIA","55.95","-129.98","12.20","1067745","",""
"STEWART CREEK","BRITISH COLUMBIA","53.20","-121.60","1207.00","1097750","",""
"STEWART CROSSING","YUKON TERRITORY","63.38","-136.68","480.10","2101030","",""
"STEWART CROSSING TOWER","YUKON TERRITORY","63.42","-136.68","1249.70","2101031","",""
"STEWART RIVER","YUKON TERRITORY","63.32","-139.43","358.10","2101033","",""
"STEWART VALLEY","SASKATCHEWAN","50.60","-107.80","727.00","4027775","",""
"STEWARTOWN","ONTARIO","43.62","-79.93","259.10","6158025","",""
"STEWARTVILLE","ONTARIO","45.40","-76.50","131.10","6108027","",""
"STEWIACKE","NOVA SCOTIA","45.13","-63.33","45.70","8205490","",""
"STILLWATER","NOVA SCOTIA","45.18","-62.00","17.10","8205600","",""
"STILLWATER POWER HOUSE","BRITISH COLUMBIA","49.77","-124.32","7.00","1047770","",""
"STILLWATER SHERBROOKE","NOVA SCOTIA","45.14","-61.98","14.00","8205601","",""
"STIRLING","ONTARIO","44.29","-77.55","130.00","6158052","",""
"STIRLING","ONTARIO","44.32","-77.63","138.70","6158050","",""
"STIRLING","ONTARIO","44.29","-77.55","130.00","6158051","",""
"STOCKHOLM","SASKATCHEWAN","50.65","-102.38","541.00","4017780","",""
"STOKES POINT","YUKON TERRITORY","69.35","-138.77","34.70","2101050","",""
"STONECLIFFE","ONTARIO","46.15","-78.10","149.00","6108060","",""
"STONEWALL","MANITOBA","50.22","-97.32","248.40","502KGHG","",""
"STONEWALL","MANITOBA","50.12","-97.33","251.50","5022788","",""
"STONEY CREEK","ONTARIO","43.22","-79.75","89.00","6158065","",""
"STONEY CREEK","BRITISH COLUMBIA","51.35","-117.47","1097.30","1177773","",""
"STONEY MOUNTAIN","ALBERTA","56.38","-111.27","779.70","3066155","",""
"STONEY MOUNTAIN LO","ALBERTA","56.38","-111.23","762.00","3066160","",""
"STONY LAKE SANDOR FARM","ONTARIO","44.55","-78.10","243.80","6168070","",""
"STONY MOUNTAIN","MANITOBA","50.07","-97.23","244.80","5022790","",""
"STONY MOUNTAIN","MANITOBA","50.12","-97.17","236.20","5022791","",""
"STONY RAPIDS","SASKATCHEWAN","59.25","-105.83","224.90","4067795","",""
"STONY RAPIDS","SASKATCHEWAN","59.25","-105.84","244.20","4067799","71132","YSF"
"STONY RAPIDS A","SASKATCHEWAN","59.25","-105.83","245.40","4067PR5","71132","YSF"
"STORM HILLS","NORTHWEST TERRITORIES","68.91","-133.94","261.40","220LQJJ","71052","WVH"
"STORNOWAY","SASKATCHEWAN","51.30","-102.03","525.80","4017797","",""
"STOUFFVILLE","ONTARIO","44.00","-79.27","312.40","6158080","",""
"STOUFFVILLE BLUEGRASS","ONTARIO","44.00","-79.20","297.20","6158082","",""
"STOUFFVILLE WPCP","ONTARIO","43.97","-79.25","266.70","6158084","",""
"STOUGHTON","SASKATCHEWAN","49.62","-103.07","610.00","401G7R7","",""
"STRACHAN RS","ALBERTA","52.25","-115.13","1112.50","3016180","",""
"STRANRAER","SASKATCHEWAN","51.70","-108.52","640.80","4047798","",""
"STRASBOURG","SASKATCHEWAN","51.07","-104.95","544.10","4017800","",""
"STRASBOURG EXP ST","SASKATCHEWAN","51.08","-104.98","548.30","4017816","",""
"STRATFORD","ONTARIO","43.38","-81.00","363.00","6148100","",""
"STRATFORD WWTP","ONTARIO","43.37","-81.00","345.00","6148105","",""
"STRATHBURN","ONTARIO","42.72","-81.68","214.90","6148115","",""
"STRATHCLAIR","MANITOBA","50.40","-100.40","579.10","5012796","",""
"STRATHCONA DAM","BRITISH COLUMBIA","50.00","-125.58","201.20","1027775","",""
"STRATHCONA PARK LODGE","BRITISH COLUMBIA","49.88","-125.65","228.60","10277GN","",""
"STRATHCONA SOUND","NUNAVUT","73.03","-84.55","357.80","2403820","",""
"STRATHMORE","ALBERTA","51.05","-113.42","963.20","3036200","",""
"STRATHMORE AGDM","ALBERTA","51.03","-113.28","967.00","3036205","71526","PST"
"STRATHMORE EAST","ALBERTA","51.10","-113.22","929.60","3036208","",""
"STRATHNAVER","BRITISH COLUMBIA","53.37","-122.58","655.00","109G775","",""
"STRATHROY","ONTARIO","42.95","-81.65","228.60","6148120","",""
"STRATHROY-MULLIFARRY","ONTARIO","42.98","-81.64","243.00","6148122","",""
"STRATTON","ONTARIO","48.78","-94.05","358.10","6028125","",""
"STRATTON ROEN","ONTARIO","48.85","-94.02","347.20","6028127","",""
"STRATTON ROMYN","ONTARIO","48.70","-94.17","366.10","6028128","",""
"STREETER","ALBERTA","50.12","-114.07","1402.10","3056212","",""
"STREETSVILLE OWRC","ONTARIO","43.58","-79.70","144.80","6158140","",""
"STRONGFIELD","SASKATCHEWAN","51.33","-106.60","613.60","4027880","",""
"STROUD LEONARDS BEACH","ONTARIO","44.33","-79.53","221.00","6118142","",""
"STRY","ALBERTA","54.05","-111.82","655.30","3016225","",""
"STUART CHANNEL BOAT HARBOUR","BRITISH COLUMBIA","49.09","-123.80","14.00","102PG75","",""
"STUARTBURN","MANITOBA","49.13","-96.78","289.60","5022797","",""
"STUIE TWEEDSMUIR LODGE","BRITISH COLUMBIA","52.37","-126.07","162.00","1067776","",""
"STURGEON CROSSING","SASKATCHEWAN","53.73","-106.72","491.90","4057890","",""
"STURGEON FALLS","ONTARIO","46.37","-79.93","201.00","6088144","",""
"STURGEON LAKE","ONTARIO","49.88","-90.97","428.20","6048145","",""
"STURGEON RIVER","ONTARIO","50.08","-90.85","415.00","6048155","",""
"STURT POINT","NUNAVUT","68.78","-103.35","19.50","2303830","",""
"STURT POINT NORTH","NUNAVUT","68.97","-103.77","106.00","2303831","",""
"SUCKER POND NORTH","QUEBEC","45.30","-71.60","","702HBHG","",""
"SUDBURY","ONTARIO","46.48","-80.98","259.10","6068148","",""
"SUDBURY A","ONTARIO","46.63","-80.80","348.40","6068150","71730","YSB"
"SUDBURY A","ONTARIO","46.63","-80.80","348.40","6068153","71730","YSB"
"SUDBURY CLIMATE","ONTARIO","46.63","-80.80","348.00","6068145","71733","TSB"
"SUDBURY MOE","ONTARIO","46.47","-81.03","259.10","6068155","",""
"SUDBURY SCIENCE NORTH","ONTARIO","46.47","-81.00","263.00","6068158","",""
"SUFFIELD","ALBERTA","50.22","-111.15","748.30","3036235","",""
"SUFFIELD A","ALBERTA","50.27","-111.18","769.60","3036240","71128","YSD"
"SUFFIELD HAMLET","ALBERTA","50.22","-111.17","751.30","3036241","",""
"SUFFIELD SOUTH","ALBERTA","50.07","-111.17","678.00","3036242","",""
"SUGAR CAMP BROOK","NOVA SCOTIA","45.70","-61.32","30.50","8205623","",""
"SUGAR LAKE","BRITISH COLUMBIA","50.33","-118.53","609.60","1167778","",""
"SUGARLOAF LO","ALBERTA","49.95","-114.53","2514.00","3056250","",""
"SUGLUK","QUEBEC","62.20","-75.63","15.20","711Q2H7","",""
"SULLIVAN LAKE","ALBERTA","52.05","-111.95","810.70","3016253","",""
"SUMAS CANAL","BRITISH COLUMBIA","49.11","-122.11","9.00","1107785","",""
"SUMAS PRAIRIE","BRITISH COLUMBIA","49.05","-122.13","3.00","1107788","",""
"SUMAS PRAIRIE 2","BRITISH COLUMBIA","49.05","-122.15","10.10","1107790","",""
"SUMMERBERRY","SASKATCHEWAN","50.48","-103.07","573.00","4017910","",""
"SUMMERLAND","BRITISH COLUMBIA","49.60","-119.67","335.30","1127798","",""
"SUMMERLAND CDA","BRITISH COLUMBIA","49.57","-119.65","454.20","1127800","",""
"SUMMERLAND CDA EL","BRITISH COLUMBIA","49.57","-119.63","345.90","1127830","",""
"SUMMERLAND CS","BRITISH COLUMBIA","49.56","-119.65","454.20","112G8L1","71768","WUS"
"SUMMERSIDE","PRINCE EDWARD ISLAND","46.44","-63.84","12.20","8300596","71702","WSD"
"SUMMERSIDE A","PRINCE EDWARD ISLAND","46.44","-63.83","19.50","8300700","","YSU"
"SUMMERSIDE CDA","PRINCE EDWARD ISLAND","46.40","-63.78","4.60","8300600","",""
"SUMMERSIDE SNOW 2","PRINCE EDWARD ISLAND","46.39","-63.60","37.90","8300605","",""
"SUMMERVILLE","NOVA SCOTIA","45.12","-64.18","38.10","8205650","",""
"SUMMIT CONTROL DAM","ONTARIO","50.63","-88.20","332.20","6048175","",""
"SUMMIT DEPOT","NEW BRUNSWICK","47.78","-68.33","411.50","8105100","",""
"SUMMIT LAKE","BRITISH COLUMBIA","58.65","-124.65","1280.50","1197860","",""
"SUMMIT LAKE BCFS","BRITISH COLUMBIA","54.28","-122.63","716.30","1187861","",""
"SUN PEAKS LOWER","BRITISH COLUMBIA","50.89","-119.88","1310.60","116Q20D","",""
"SUN PEAKS MOUNTAIN","BRITISH COLUMBIA","50.90","-119.91","1847.40","1168204","",""
"SUN PEAKS UPPER","BRITISH COLUMBIA","50.90","-119.92","2055.00","116QK0M","",""
"SUNDOWN","MANITOBA","49.02","-96.23","320.00","5022798","",""
"SUNDRE","ALBERTA","51.75","-114.78","1219.00","3026258","",""
"SUNDRE A","ALBERTA","51.78","-114.68","1114.40","3026KNQ","71248","WAV"
"SUNDRE GARRINGTON","ALBERTA","51.97","-114.45","990.60","3026259","",""
"SUNDRE RS","ALBERTA","51.77","-114.63","1127.80","3026260","",""
"SUNDRE SOUTH","ALBERTA","51.80","-114.63","1090.00","3026K61","",""
"SUNNYDALE","YUKON TERRITORY","64.05","-139.47","335.00","2101062","",""
"SUNNYNOOK","ALBERTA","51.23","-111.65","738.80","3026263","",""
"SUNNYNOOK AGCM","ALBERTA","51.30","-111.39","0.00","3026264","","PNU"
"SUNNYSIDE","NEWFOUNDLAND","47.87","-53.93","15.20","8403818","",""
"SUNSET","ALBERTA","52.85","-114.52","975.40","3026265","",""
"SUNSHINE","ONTARIO","43.78","-81.33","","6128182","",""
"SUNSHINE CS","ALBERTA","51.07","-115.78","2186.90","3056267","",""
"SUNWAPTA","ALBERTA","52.45","-117.44","1554.50","3056273","",""
"SUNWAPTA","ALBERTA","52.45","-117.45","1554.50","3056272","",""
"SURBITON","SASKATCHEWAN","51.33","-107.23","655.30","4057920","",""
"SURF INLET","BRITISH COLUMBIA","52.47","-129.03","","1067868","",""
"SURGE NARROWS READ IS","BRITISH COLUMBIA","50.22","-125.10","76.20","1027870","",""
"SURGE NARROWS RENDEZVOUS","BRITISH COLUMBIA","50.28","-125.07","9.10","1027871","",""
"SURPRISE","SASKATCHEWAN","50.30","-109.98","762.00","4027960","",""
"SURREY 104 AVE 164 ST","BRITISH COLUMBIA","49.20","-122.77","65.50","1107QP8","",""
"SURREY 99A AVE","BRITISH COLUMBIA","49.18","-122.85","96.00","1107H7H","",""
"SURREY BRIDGEVIEW","BRITISH COLUMBIA","49.22","-122.87","9.10","11078GK","",""
"SURREY FLEETWOOD","BRITISH COLUMBIA","49.15","-122.79","67.00","110S001","",""
"SURREY GUILDFORD","BRITISH COLUMBIA","49.19","-122.83","80.00","110GQPB","",""
"SURREY KWANTLEN PARK","BRITISH COLUMBIA","49.19","-122.86","78.00","1107873","",""
"SURREY MUNICIPAL HALL","BRITISH COLUMBIA","49.11","-122.83","76.00","1107876","",""
"SURREY NEWTON","BRITISH COLUMBIA","49.13","-122.85","73.20","1107878","",""
"SURREY PANORAMA RIDGE","BRITISH COLUMBIA","49.10","-122.85","50.00","110G8G8","",""
"SURREY SUNNYSIDE","BRITISH COLUMBIA","49.05","-122.77","95.10","1107879","",""
"SURREY TYNEHEAD B","BRITISH COLUMBIA","49.21","-122.78","77.10","1107H79","",""
"SURREY WHITE ROCK","BRITISH COLUMBIA","49.03","-122.77","54.90","1107H7R","",""
"SUSKWA VALLEY","BRITISH COLUMBIA","55.29","-127.17","534.00","107G879","",""
"SUSSEX","NEW BRUNSWICK","45.72","-65.53","21.30","8105200","",""
"SUSSEX 2","NEW BRUNSWICK","45.72","-65.52","","8105202","",""
"SUSSEX FOUR CORNERS","NEW BRUNSWICK","45.74","-65.53","47.00","8105210","71656","ASF"
"SUSTUT MOUNTAIN","BRITISH COLUMBIA","56.62","-126.68","1798.30","107GHG9","",""
"SUTHERLAND","SASKATCHEWAN","52.15","-106.58","506.60","4058000","",""
"SUTTON","QUEBEC","45.12","-72.62","180.40","7028290","",""
"SUTTON","QUEBEC","45.07","-72.68","243.80","7028292","",""
"SUTTON JONCTION","QUEBEC","45.15","-72.63","213.40","7028295","",""
"SUTTON JUNCTION (AUT)","QUEBEC","45.15","-72.58","238.00","7028296","",""
"SUTTON WEST","ONTARIO","44.32","-79.30","137.20","6118187","",""
"SVARTEVAEG","NUNAVUT","81.16","-91.82","72.00","2403833","71872","NSG"
"SWALWELL","ALBERTA","51.58","-113.35","908.30","3026275","",""
"SWAN DIVE LO","ALBERTA","54.73","-115.22","1272.20","3066280","",""
"SWAN HILLS","ALBERTA","54.67","-115.42","1058.60","3066297","",""
"SWAN HILLS","ALBERTA","54.73","-115.48","1264.90","3066296","",""
"SWAN HILLS RS","ALBERTA","54.72","-116.43","1127.80","3066299","",""
